nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,jarak_pasar_meter,pasar_terdekat,pelanggaran_zonasi,cluster_hdbscan_makro,cluster_hdbscan_prob,cluster_dbscan_hotspot,spatial_risk_score
indomaret (bintaro utama),4.9,8,-6.2710224,106.7578861,"jl. taman bintaro no.194, rt.8/rw.11, bintaro, kota jakarta selatan",ChIJtXtyLz_xaS4RNegL6qVJ54I,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan,4,173.52,0,2143.779234279755,pasar pesanggrahan,0,4,1.0,-1,0.1824
indomaret asem 2.,3.8,23,-6.272082,106.8009549,"jl. asem dua no.26, rt.14/rw.5, cipete sel., kota jakarta selatan",ChIJs6y5G5HxaS4RurVX3sajfVU,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan,3,466.44,0,1052.047490754994,pasar cipete selatan,0,-1,0.0,-1,0.0618
indomaret dan fotocopi,5.0,1,-6.2393471,106.8107088,"qr66+777, rt.1/rw.5, petogogan, kota jakarta selatan",ChIJeSJcQGfxaS4RjSDS5V3D1ZY,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,3,68.32,0,289.70155089380876,pasar santa,1,-1,0.0,17,0.6118
indomaret,4.0,1,-6.2460531,106.8074507,"jl. wijaya iv no.73, rt.10/rw.1, petogogan, kota jakarta selatan",ChIJLaYz6kXxaS4R23ofLaT83us,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,0,693.37,0,1083.6694582283892,pasar santa,0,-1,0.0,-1,0.0
indomaret (abdul majid),4.4,207,-6.266423,106.8061697,"jl. cipete utara no.4, rt.17/rw.2, cipete sel., kota jakarta selatan",ChIJtzSt1YTxaS4RFu6cHY0WKkQ,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan,3,458.19,0,1349.3636981242253,pasar cipete selatan,0,-1,0.0,-1,0.0618
indomaret damai f561,4.5,140,-6.2620838,106.8056991,"jl. h. jian no.81, rt.1/rw.7, cipete utara, kota jakarta selatan",ChIJPUjazZzxaS4RUSIDkidVSQg,Indomaret,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,2,476.01,0,1834.2938307407342,pasar cipete selatan,0,-1,0.0,-1,0.0412
indomaret exit mrt h nawi,5.0,1,-6.266061,106.7975764,"jl. rs. fatmawati raya no.2, rt.4/rw.5, cipete sel., kota jakarta selatan",ChIJyzZxP67xaS4RMbpMyvQ2wbU,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan,11,73.24,0,1794.8075427237904,pasar cipete selatan,0,21,1.0,18,0.4765
indomaret direktorat jenderal pajak,4.6,7,-6.2255721,106.8163936,"kompleks kantor pusat djp basement 1, jend. gatot subroto kav 40-42, senayan, kebayoran baru, rt.7/rw.1, senayan, kota jakarta selatan",ChIJdfevp1fxaS4RnmGonsjjpmU,Indomaret,Senayan,Kebayoran Baru,Kota Jakarta Selatan,1,317.21,0,1431.275539581024,pasar santa,0,10,1.0,-1,0.1206
indomaret,4.3,115,-6.2249707,106.807775,"plaza bapindo kav 54-55 no 54-56, jl. jenderal sudirman, rt.5/rw.3, senayan, kota jakarta selatan",ChIJo4N061HxaS4RLUD76ouW53E,Indomaret,Senayan,Kebayoran Baru,Kota Jakarta Selatan,0,1267.96,0,1554.76942994707,pasar santa,0,-1,0.0,-1,0.0
indomaret,3.5,51,-6.285409400000001,106.8379601,"jl. raya ragunan no.9, rw.10, ps. minggu, kota jakarta selatan",ChIJmwb3rhPyaS4R_23xpv2E254,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,1,515.35,0,516.9072151050171,pasar minggu,0,-1,0.0,-1,0.0206
indomaret salihara no 10a. t2li,0.0,0,-6.284196499999999,106.8380562,"jl. salihara no.13, rw.1, ps. minggu, kota jakarta selatan",ChIJWdIwMBPzaS4RLbHyiDEEYZ4,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,2,494.86,0,637.8086640703467,pasar minggu,0,14,0.795818652531426,-1,0.1208
raya ragunan indomaret,4.1,17,-6.2858816,106.8301102,"jl. raya ragunan no.19, rt.2/rw.7, jati padang, kota jakarta selatan",ChIJBS7mhhDyaS4RwQ24c_CL25w,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,2,98.38,0,1165.185903151065,pasar minggu,0,0,1.0,-1,0.1412
indomaret rawajati timur ii,4.4,171,-6.2599244,106.8548204,"jl. rawajati timur ii no.6a, rt.6/rw.8, rawajati, kota jakarta selatan",ChIJgxhagUnzaS4RvD_Z_w12BOo,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,5,376.35,0,1066.3489058813866,pasar kaget pengadegan,0,13,0.8975468974059124,15,0.3427
indomaret jeruk purut,4.5,132,-6.291164699999999,106.8129499,"jl. jeruk purut no.22, rt.3/rw.3, cilandak tim., kota jakarta selatan",ChIJvy_4mvnxaS4RjjbhIFaTp4Y,Indomaret,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,3,180.75,0,1518.4037387333096,pasar cipete selatan,0,0,1.0,-1,0.1618
indomaret gurame raya,4.2,18,-6.2957984,106.8366216,"jl. gurame raya no.32, rt.2/rw.9, ps. minggu, kota jakarta selatan",ChIJgVaTJgryaS4RZDPX8Ifsn0A,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,2,22.75,1,780.8737739334434,pasar minggu,0,11,0.9816578617785434,-1,0.1393
indomaret,4.9,7,-6.298130500000001,106.8299386,"plaza oleos, jl. tb simatupang, rt.2/rw.1, kebagusan, kota jakarta selatan",ChIJ4dtL_AfyaS4RF-C9eDUjQ0o,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,0,598.95,0,1457.705281972456,pasar minggu,0,-1,0.0,-1,0.0
indomaret taman margasatwa,4.3,21,-6.2892776,106.8242394,"jalan taman margasatwa no.18a, jati padang, rt.6/rw.1, ragunan, kota jakarta selatan",ChIJ2fZhrgTyaS4Rl1uCPiHU63Q,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,2,22.32,1,1738.1805322379382,pasar minggu,0,0,1.0,-1,0.1412
indomaret perempatan ampera,4.1,69,-6.2917269,106.8165986,"jalan ampera raya 2, rt.2/rw.2, cilandak tim., kota jakarta selatan",ChIJCTLyivjxaS4Rre-W6oaY4qE,Indomaret,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,1,500.51,0,1757.385587667173,pasar cipete selatan,0,0,1.0,-1,0.1206
indomaret rm harsono no.1,0.0,0,-6.301390500000001,106.8214132,"mrxc+chv, rw.7, ragunan, kota jakarta selatan",ChIJKzbH_nbtaS4RPC_zVyqnB5g,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,0,568.97,0,2432.861584617422,pasar minggu,0,-1,0.0,-1,0.0
indomaret cilandak raya,4.3,20,-6.297004200000001,106.8154176,"pr38+55x, jl. raya cilandak kko, rt.1/rw.5, ragunan, kota jakarta selatan",ChIJ-6Meqf_xaS4R99u9vNNVFjg,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,1,353.77,0,2222.452631313525,pasar cipete selatan,0,0,1.0,-1,0.1206
indomaret spbu,4.8,19,-6.2905671,106.8235708,"jl. warung jati barat no.28, rt.5/rw.1, ragunan, kota jakarta selatan",ChIJC4P6jYjzaS4RmEFhDQhpE7U,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,2,181.15,0,1814.8015786312242,pasar minggu,0,0,1.0,-1,0.1412
indomaret berlian ii cilandak,4.5,2,-6.2965402,106.8005802,"pr32+96p, rt.6/rw.2, west cilandak, kota jakarta selatan",ChIJDaAAxvjxaS4RX-J08P1H7ug,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,1,481.98,0,1234.231505827971,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0206
indomaret kebagusan raya,4.5,400,-6.303428299999999,106.8267375,"mrwg+jpj, rt.8/rw.7, kebagusan, kota jakarta selatan",ChIJbbdFCvntaS4RhngjQ_Gl0v0,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,1,130.78,0,2120.660216716507,pasar minggu,0,-1,0.0,-1,0.0206
indomaret pasar minggu,4.5,2,-6.291435099999999,106.8419087,"jl. raya ps. minggu no.15d, rt.13/rw.5, ps. minggu, kota jakarta selatan",ChIJKdFjS4XzaS4RpmE0MI-N8hQ,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,3,297.3,0,295.7069072800337,pasar minggu,1,11,0.9527623175865595,-1,0.557
indomaret,3.8,10,-6.2961348,106.843599,"jl. poltangan raya no.19, rt.1/rw.4, tj. bar., kota jakarta selatan",ChIJd3ilG3XyaS4R7Y_rIePXcG4,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,5,99.98,0,829.3779968602136,pasar minggu,0,11,1.0,32,0.3529
indomaret simatupang 52,5.0,1,-6.3041554,106.8438925,"jl. tb simatupang no.52, rt.8/rw.4, tj. bar., kota jakarta selatan",ChIJZYivLIntaS4RYRVV5fqSKRw,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,5,93.27,0,1674.6391470859037,pasar minggu,0,12,1.0,33,0.3529
indomaret tb simatupang,3.5,19,-6.3039672,106.8508534,"jl. tb simatupang no.47, rt.12/rw.5, tj. bar., kota jakarta selatan",ChIJNWl0JY_taS4Rcf7n3fGXkxw,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,5,94.6,0,1999.3605598379295,pasar minggu,0,12,1.0,34,0.3529
indomaret,4.0,44,-6.295587599999999,106.8453943,"jl. poltangan raya no.49, rt.5/rw.10, pejaten tim., kota jakarta selatan",ChIJvdo1THTyaS4RBoB9yjj3LdM,Indomaret,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan,4,183.34,0,895.6408020053956,pasar minggu,0,11,1.0,32,0.3324
indomaret,4.3,84,-6.3045613,106.8437533,"jl. nangka raya no.5, rt.8/rw.5, tj. bar., kota jakarta selatan",ChIJ_57ljYztaS4RBUKmJ5rF0XA,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,5,99.92,0,1714.4435328486109,pasar minggu,0,12,0.9787477002507196,33,0.3508
indomaret mtrade teluk betung,0.0,0,-6.2993709,106.8399129,"jl. raya pasar minggu no.168, rt.4/rw.8, ps. minggu, kota jakarta selatan",ChIJ5RSsmVTtaS4RlacdijhrxSI,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,3,141.82,0,1085.3221947931872,pasar minggu,0,11,1.0,-1,0.1618
indomaret rawa bambu,4.4,271,-6.2914141,106.8419168,"jl. raya rw. bambu no.14, rt.13/rw.5, ps. minggu, kota jakarta selatan",ChIJA00kMHPyaS4RzjSAlv_vnD4,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,3,296.36,0,294.765160214684,pasar minggu,1,11,0.9495118701899805,-1,0.5567
indomaret rancho indah,3.2,14,-6.305132,106.8502399,"jl. rancho indah no.17, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RkUk7x72ntOw,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,5,53.57,0,2066.1803391021517,pasar minggu,0,12,1.0,34,0.3529
indomaret nangka 1,4.6,117,-6.3029362,106.8475626,"jl. nangka raya no.6, rw.5, tj. bar., kota jakarta selatan",ChIJh2Vkk9jtaS4R71LDz2IfqhU,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,7,102.26,0,1703.2969710100044,pasar minggu,0,12,1.0,34,0.3941
indomaret jatipadang no 2,4.4,204,-6.287836299999999,106.8293824,"jl. jatipadang utara no.1, rt.7/rw.9, jati padang, kota jakarta selatan",ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,2,240.1,0,1185.8787243337692,pasar minggu,0,0,1.0,-1,0.1412
indomaret pintu barat ragunan (t1y7),0.0,0,-6.3104305,106.8159192,"14, jl. margasatwa baru no.45, rw.8, jagakarsa, kota jakarta selatan",ChIJwcwxNEXvaS4RiKmoGQ6V0pU,Indomaret,Jagakarsa,Cilandak,Kota Jakarta Selatan,2,251.51,0,2457.638348472218,pasar pondok labu,0,-1,0.0,-1,0.0412
indomaret st tj.barat,0.0,0,-6.3085045,106.8381817,"jl. raya lenteng agung no.5, rt.3/rw.1, lenteng agung, kota jakarta selatan",ChIJxbO8YfvtaS4RVgwXEDURxRs,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,8,114.48,0,2110.1170338729903,pasar minggu,0,12,0.9787477002507196,35,0.4126
indomaret kebagusan city,4.3,14,-6.3075195,106.8358518,"apartement kebagusan city tower c unitk18192223, rt.1/rw.6, kebagusan, kota jakarta selatan",ChIJz_____DtaS4RuBSePQZKmzM,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,5,77.74,0,2042.557455388297,pasar minggu,0,12,0.9787477002507196,35,0.3508
indomaret jl. m. kahfi 1,4.1,73,-6.3180584,106.8113141,"jalan jagakarsa blok hidayah no.10 rt.10/rw.6, rt.3/rw.6, jagakarsa, kota jakarta selatan",ChIJWQO5mgzuaS4RFP9F2gFfJyY,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,2,863.42,0,2045.3417817328927,pasar pondok labu,0,-1,0.0,-1,0.0412
indomaret,4.7,6,-6.3203625,106.8106762,"jl. m. khafi no.62, rt.3/rw.4, jagakarsa, kota jakarta selatan",ChIJWdlCSXPuaS4RzpIWwflyKKU,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,2,849.26,0,2076.4928658623608,pasar pondok labu,0,-1,0.0,-1,0.0412
indomaret bango raya,0.0,0,-6.3075877,106.8039904,"jl. bango ii no.31, rw.3, pd. labu, kota jakarta selatan",ChIJXTAa0H_vaS4R5_VN2xv2sJA,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,1,630.67,0,1243.7752812602946,pasar pondok labu,0,6,0.6002684180048091,-1,0.0806
indomaret,4.7,10,-6.313857899999999,106.8255294,"mrpg+f62, rt.10/rw.7, ragunan, kota jakarta selatan",ChIJ7a6YI-TtaS4RHRQ67Lb2ub0,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,3,129.67,0,2106.461454865024,pasar lenteng agung,0,-1,0.0,-1,0.0618
indomaret plus cilandak kko (tmip),4.5,645,-6.3098246,106.8139564,"jl. raya cilandak kko no.3, rt.14/rw.8, ragunan, kota jakarta selatan",ChIJJ3rNnQjuaS4RWjDJ-zFTzR0,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,2,46.09,1,2248.5648959954997,pasar pondok labu,0,-1,0.0,-1,0.0412
indomaret durian jagakarsa,4.4,243,-6.3187172,106.8157181,"jl. paso no.32, rt.4/rw.4, jagakarsa, kota jakarta selatan",ChIJp2612gruaS4R6xThXZZnoQw,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,2,385.85,0,2387.2999618030385,pasar lenteng agung,0,-1,0.0,-1,0.0412
indomaret tanjung barat,4.6,101,-6.3119122,106.838572,"jl. raya tj. barat no.12a, rt.5/rw.1, tj. bar., kota jakarta selatan",ChIJO8FvdaLtaS4RSZB1kkXDSLk,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,4,22.89,1,1952.6775617783298,pasar kambing swadaya iii,0,12,0.9224910365667282,35,0.3246
mitra umkm indomaret,0.0,0,-6.321487500000001,106.8251361,"jagakarsa, kota jakarta selatan",ChIJ17YTyN3taS4RJt9KCDT3YEg,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,2,39.69,1,1404.7035913554098,pasar lenteng agung,0,1,0.8886923412027752,-1,0.13
indomaret,2.7,14,-6.323935700000001,106.8372384,"jl. agung raya i no.3, rt.9/rw.2, lenteng agung, kota jakarta selatan",ChIJx0ubeSPtaS4RHy0oOTeBz3s,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,2,200.16,0,607.6349142296009,pasar kambing swadaya iii,0,-1,0.0,-1,0.0412
indomaret kebagusan,0.0,0,-6.317959699999999,106.8250448,"jl. kebagusan raya no.56, rt.10/rw.4, kebagusan, kota jakarta selatan",ChIJU4w3LnrtaS4RuMgFlMLq-BI,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,4,113.33,0,1728.446076298656,pasar lenteng agung,0,1,0.9074911949176301,-1,0.1731
indomaret raya jagakarsa,4.4,221,-6.3273649,106.8163662,"no., jl. raya jagakarsa no.2, rt.10/rw.2, jagakarsa, kota jakarta selatan",ChIJnz15NXbuaS4RjtdQGUQE7gY,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,4,24.62,1,1921.8291806113302,pasar lenteng agung,0,1,0.9396637312557696,36,0.3263
indomaret joe kelapa tiga,4.2,27,-6.3245479,106.8301569,"gg. bunga no.2, rt.2/rw.6, lenteng agung, kota jakarta selatan",ChIJPdTzvtrtaS4Rny8eJBB6jss,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,4,27.14,1,812.8452007862659,pasar lenteng agung,0,1,1.0,-1,0.1824
indomaret lenteng agung 28,4.4,283,-6.324972,106.8335444,"mrgm+2c8, rt.13/rw.5, lenteng agung, kota jakarta selatan",ChIJh7HpccTtaS4R3felpmD0M70,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,5,274.1,0,599.2481606182047,pasar kambing swadaya iii,0,1,1.0,-1,0.2029
papaya indomaret jagakarsa,4.5,269,-6.325327300000001,106.8198997,"jl. pepaya raya no.4, rt.2/rw.5, jagakarsa, kota jakarta selatan",ChIJTTG_z9jtaS4RnfCTBd_V_Sw,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,4,245.52,0,1619.484121135636,pasar lenteng agung,0,1,0.9396637312557696,-1,0.1763
indomaret stasiun lenteng agung,4.8,23,-6.330877699999999,106.8343701,"mr9m+jpx, jl. raya lenteng agung, rt.1/rw.5, lenteng agung, kota jakarta selatan",ChIJs8vL3f_taS4RD-B_tfITONc,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,5,71.27,0,117.97719179208072,pasar lenteng agung,1,1,1.0,37,0.7529
indomaret kelapa hijau,4.5,325,-6.3268289,106.8278567,"no., jl. kelapa muda no.48, rt.11/rw.3, jagakarsa, kota jakarta selatan",ChIJDWcZHNvtaS4RroTyX5d4o2g,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,5,167.05,0,772.3059707553687,pasar lenteng agung,0,1,1.0,-1,0.2029
indomaret bu bagus,4.8,12,-6.3064437,106.8305633,"jl. kebagusan ii no.33, rt.1/rw.6, kebagusan, kota jakarta selatan",ChIJ9V6Ft6vtaS4RcOu1gslzJIQ,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,0,500.29,0,2140.7138544453264,pasar minggu,0,-1,0.0,-1,0.0
indomaret hybrid jeruk jagakarsa,4.3,137,-6.331093399999999,106.8292052,"jl. jeruk raya no.3a, rt.5/rw.1, jagakarsa, kota jakarta selatan",ChIJZWTzI9DtaS4Ra2YhrND7ULo,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,3,439.8,0,456.5218211794702,pasar lenteng agung,1,1,0.9727421026423954,-1,0.559
indomaret ciremai jagakarsa,3.9,22,-6.3245086,106.8113082,"jl. m.kahfi 1 rt 01/rw 04, jagakarsa, jagakarsa, rt.2/rw.7, jagakarsa, kota jakarta selatan",ChIJcQAAANntaS4RAesd4Pw1hXk,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,2,443.98,0,2371.2887861341064,pasar pondok labu,0,1,0.8420329702517481,-1,0.1254
indomaret jagakarsa 1 no.1,4.5,196,-6.3322727,106.8204749,"mr9c+35v, townhouse jagakarsa, jl. jagakarsa 1, rt.3/rw.2, jagakarsa, kota jakarta selatan",ChIJnfhFPGLtaS4R8RAXOhmLRC4,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,0,597.64,0,1426.9068272853738,pasar lenteng agung,0,-1,0.0,-1,0.0
indomaret amil pejaten,5.0,2,-6.2736879,106.8335799,"jl. amil no.11, rw.4, pejaten bar., kota jakarta selatan",ChIJwXhXQUjzaS4RyD2u1bivvgU,Indomaret,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,0,548.18,0,1627.192737409054,pasar kaget,0,-1,0.0,-1,0.0
indomaret ciledug petukangan,4.5,30,-6.236263,106.74756,"jl. ciledug raya no.6b, rt.10/rw.2, petukangan utara, kota jakarta selatan",ChIJzQet4L7waS4RFeApilyOjfw,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,5,38.52,1,1333.9095118212633,pasar apoh,0,17,1.0,38,0.3529
indomaret,3.0,2,-6.228463899999999,106.7470185,"jl. h. muchtar raya no.1, rw.11, petukangan utara, kota jakarta selatan",ChIJ91a9IMjwaS4RIcKoAkrR_dM,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,6,231.0,0,895.6783518717392,pasar alfa indah,0,17,0.9164647595271014,39,0.3652
indomaret darul fallah 2,4.5,238,-6.235983099999999,106.7512009,"jl. masjid darul falah no.13, rw.2, petukangan utara, kota jakarta selatan",ChIJgQybDsHwaS4R6ga_XdZJ78Q,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,8,99.91,0,939.6758057480852,pasar apoh,0,17,1.0,38,0.4147
indomaret,5.0,1,-6.242818199999999,106.7519549,"jl. kemajuan no.40, rw.2, petukangan sel., kota jakarta selatan",ChIJZetr6vrxaS4RsX9Sa2zGjK0,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,6,13.8,1,1027.5209417143274,pasar apoh,0,17,0.8733243563129967,-1,0.2109
indomaret ciledug sangrilla,4.0,1,-6.2366825,106.7501446,"jl. ciledug raya no.12a, petukangan selatan, pesanggrahan, rt.1/rw.3, south petukangan, kota jakarta selatan",ChIJbfGEHcHwaS4RxKnoSu1bIxk,Indomaret,South Petukangan,Pesanggrahan,Kota Jakarta Selatan,8,217.57,0,1045.05147314764,pasar apoh,0,17,1.0,38,0.4147
indomaret raya muchtar. tp70,4.5,178,-6.228802099999999,106.7468449,"jl. h. muchtar raya no.9a, rt.6/rw.1, petukangan utara, kota jakarta selatan",ChIJG6pO37fwaS4RdYDjCTDUWMc,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,6,189.87,0,924.6819659322473,pasar alfa indah,0,17,0.9164647595271014,39,0.3652
indomaret amd muchtar,4.3,82,-6.226289899999999,106.7402377,"qpfr+f3q, jl. h. muchtar raya, rt.003/rw.006, petukangan utara, kota jakarta selatan",ChIJeVMAR7HwaS4R4srJiyc2f4c,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,2,473.49,0,1613.1365501517566,pasar alfa indah,0,-1,0.0,-1,0.0412
indomaret amd manunggal,4.4,209,-6.2303346,106.7508204,"jl. amd manunggal v no.2, rw.10, petukangan utara, kota jakarta selatan",ChIJr5QeJsbwaS4RabTVm0qv1rA,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,4,384.54,0,628.5861545128919,pasar alfa indah,0,17,0.9164647595271014,-1,0.174
indomaret plus,0.0,0,-6.2240492,106.7547125,"jl. taman alfa indah no.10, rw.7, petukangan utara, kota jakarta selatan",ChIJKxJkI8zwaS4RTDk1MNNsXKU,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,4,389.11,0,253.61864675572056,pasar alfa indah,1,17,0.8023238742148047,-1,0.5626
muchtar indomaret kingdom 2. fvpx,3.8,19,-6.230582300000001,106.7456635,"jl. h. muchtar raya no.01, rt.5/rw.1, petukangan utara, kota jakarta selatan",ChIJr4-HGLjwaS4Ragtsic4Yjus,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,3,55.85,0,1118.3891770934297,pasar alfa indah,0,17,0.8287373554387536,39,0.2946
indomaret darul fallah tp13,4.4,159,-6.2333969,106.7515457,"jl. mesjid darul falah no.29d, rt.4/rw.2, petukangan utara, kota jakarta selatan",ChIJV2qZoMXwaS4RiQyhGgeG1xQ,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,5,190.28,0,865.9632760341854,pasar alfa indah,0,17,1.0,38,0.3529
indomaret inpres pertukangan. txtt,4.0,7,-6.2431066,106.7485969,"no., jl. inpres no.54, rt.14/rw.2, petukangan sel., kota jakarta selatan",ChIJawlqH-vwaS4ROFHJDR7K8YI,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,4,11.34,1,1321.8290255888346,pasar pesanggrahan,0,17,0.8733243563129967,-1,0.1697
indomaret damai 2 to1u,3.9,77,-6.246344,106.7517615,"jl. damai raya no.17, rt.12/rw.2, petukangan sel., kota jakarta selatan",ChIJ8QWqFezwaS4R_5w0mAxs9dU,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,4,61.41,0,820.0065913352317,pasar pesanggrahan,0,17,0.8733243563129967,-1,0.1697
indomaret rawa papan,4.1,87,-6.2683369,106.7576132,"jl. rw. papan no.11, rt.5/rw.6, bintaro, kota jakarta selatan",ChIJjV_Ni1rwaS4RQfj-56QgK9w,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan,3,320.9,0,1843.9776751252848,pasar pesanggrahan,0,4,1.0,-1,0.1618
indomaret,4.3,10,-6.2724123,106.7527205,"jl. bintaro utama i no.kav 9, rt.4/rw.8, bintaro, kota jakarta selatan",ChIJq8HgY0PwaS4R5UY58R60CRk,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan,2,324.24,0,2338.3178986430025,pasar pesanggrahan,0,-1,0.0,-1,0.0412
indomaret h. syuaeb,2.5,2,-6.3588485,106.8064644,"jrr4+fh5, jl. purwa raya i, rt.6/rw.6, cipedak, kota jakarta selatan",ChIJJziCLpjuaS4RBqFo3rWHDkM,Indomaret,Cipedak,Jagakarsa,Kota Jakarta Selatan,6,387.34,0,1120.4967004526088,pasar timbul jagakarsa,0,2,0.9148757689163521,-1,0.215
indomaret,4.0,1,-6.3566026,106.8093138,"jl. moch. kahfi ii no.6, rw.3, cipedak, kota jakarta selatan",ChIJ69Imd5nuaS4R4l3iPtF1Wmw,Indomaret,Cipedak,Jagakarsa,Kota Jakarta Selatan,8,56.64,0,1126.8809131130884,pasar timbul jagakarsa,0,2,1.0,40,0.4147
indomaret,4.4,11,-6.3629815,106.8068578,"jrp4+rph, jl. m. khafi, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJ6Tll06LuaS4R9zTIOA9Y0rs,Indomaret,Cipedak,Jagakarsa,Kota Jakarta Selatan,3,41.58,1,1554.5145939513257,pasar timbul jagakarsa,0,2,0.7208417345918848,-1,0.1338
indomaret m kahfi,3.6,8,-6.3406939,106.8044744,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJFxAcIIjuaS4RYFvViU4kKeA,Indomaret,Ciganjur,Jagakarsa,Kota Jakarta Selatan,4,62.98,0,1088.0181120855402,pasar timbul jagakarsa,0,3,1.0,-1,0.1824
