latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,zona_kmeans,pelanggaran_zonasi
-6.311003200000001,106.7935373,7,56.14899691529953,0,0,1
-6.2977921,106.7762749,1,278.96324626529366,0,0,0
-6.2512092,106.7780693,7,371.3815148781676,0,2,0
-6.2258363,106.8576173,12,113.85683714928355,0,1,0
-6.233994099999999,106.8496706,3,450.54794175552945,0,1,0
-6.2392783,106.832538,2,547.2228692524228,0,1,0
-6.225838,106.8587398,16,8.50430649811249,1,1,0
-6.2349423,106.8570767,4,162.63206277047183,0,1,1
-6.238003099999999,106.8602481,4,110.4432373664048,0,1,1
-6.2210936,106.8542056,8,368.05478927479885,0,1,1
-6.2296444,106.8533086,4,221.0008554603816,0,1,0
-6.253404799999999,106.8401304,4,39.30271035248048,1,1,0
-6.2425745,106.8586384,7,384.8167773899177,0,1,0
-6.2435925,106.8322469,7,70.17349482689453,0,1,1
-6.2295531,106.8467864,2,82.86520106838067,0,1,0
-6.233449999999999,106.85983,3,465.38893264844063,0,1,1
-6.2233659,106.8491521,7,330.3960048688671,0,1,0
-6.249124,106.8586472,10,74.95103084935104,0,1,1
-6.2472825,106.8318862,8,98.19607286516673,0,1,1
-6.2514477,106.8618801,6,6.205911389324194,1,1,0
-6.2177142,106.8386021,4,461.95912621816285,0,1,0
-6.240856200000001,106.860392,4,207.35018593822383,0,1,0
-6.246529199999999,106.8553284,8,47.6031223648408,1,1,1
-6.2218534,106.8588398,12,310.307732918823,0,1,0
-6.2512721,106.8313689,4,403.13041517539034,0,1,0
-6.2516637,106.8500804,2,22.64822138996438,1,1,0
-6.231533199999999,106.8595579,2,550.6221063562912,0,1,1
-6.232115299999999,106.8526155,3,236.32448822031932,0,1,0
-6.2422578,106.8586157,7,381.09762686353776,0,1,0
-6.2209506,106.8501247,6,323.7467146384801,0,1,0
-6.2499501,106.8363977,5,22.24490509382048,1,1,0
-6.2481087,106.8334975,7,230.8683670435015,0,1,1
-6.234524,106.839845,1,104.45089484082146,0,1,0
-6.247007399999999,106.8432948,1,95.25279588154534,0,1,0
-6.2247584,106.8629242,11,55.61256591348129,0,1,0
-6.2494,106.84871,2,281.38485966968386,0,1,0
-6.2198946,106.8557831,5,573.3347650044004,0,1,1
-6.223748899999999,106.8551894,17,274.93810407436945,0,1,0
-6.22884,106.83263,1,847.7180617981048,0,1,0
-6.242746899999999,106.8545314,9,36.35983685934132,1,1,0
-6.218932499999999,106.8302356,6,39.73091738027456,1,1,0
